标志,对话ID,人物ID,表情ID,名字,内容,跳转,出入场,效果
#,47,0,6,传书,这么方便啊，我之前一遇到没有明显妖怪特征的顾客，还要小心翼翼地问他是不是妖怪……,48,,
#,48,0,1,传书,早知道让旦夕帮我看一眼不就好了。,49,,
#,49,1,1,旦夕,哼，现在又知道拜托我了。,50,,
#,50,1,2,旦夕,要我帮你也可以，不过这是额外的价钱。,51,,
#,51,0,8,传书,喂，别太荒谬。,52,,
#,52,2,7,索骥,传书，晚上好，朔望也在啊。,53,In,FootStep.wav|mb
#,53,3,5,朔望,喔，索骥叔好啊。,54,,
#,54,0,2,传书,晚上好，您想喝点什么？,55,,
#,55,2,7,索骥,今天就不了，时间有点赶。,56,,
#,56,2,1,索骥,其实我来时为了给你送点小谢礼，为了感谢你前两天让鄙人想通了那件事。,57,,
#,57,0,5,传书,可是我其实也没做什么呀，而且这些看着也太贵重了。,58,,CoffeeBeenPack.png|cb
#,58,3,4,朔望,这、这难道是……,59,,
#,59,3,4,朔望,“魑魅”和“凯撒”！,60,,
#,60,2,3,索骥,喔，原来是叫这个名字？鄙人看包装上的赫密士文，还以为是某种“邪灵”咖啡……,61,,CoffeeBeenPack.png|ca
#,61,2,1,索骥,总之，这些都是之前一位同事从海外送过来的，一直放在公司里迟早会浪费掉。,62,,
#,62,2,7,索骥,所以鄙人就想着不如送给你了，也想尝尝人类用妖怪咖啡豆做出的咖啡是什么味道。,63,,
#,63,0,4,传书,索骥先生，虽然很感谢您的心意，但其实我也没有处理妖怪咖啡豆的经验……,64,,
#,64,3,5,朔望,没关系，传书，这几种咖啡豆的烘焙和萃取流程在下早就记住了！,65,,
#,65,3,2,朔望,只不过限于设备和原材料，一直没有机会实践……,66,,
#,66,0,4,传书,但是我这边也没有妖怪通用的处理设备，你记住的流程和参数估计……不太能用。,67,,
#,67,3,6,朔望,……你说得对……,68,,
#,68,0,2,传书,不过你还是可以向我介绍一下，我之后自己再研究就行了。,69,,
#,69,0,2,传书,总之还是谢谢索骥叔了。,70,,
#,70,2,7,索骥,这没什么。,71,,
#,71,2,1,索骥,那鄙人先走了，<size=70%>从这里到公司时间还够……</size>,72,,
#,72,0,2,传书,再见。,73,,
#,73,2,1,索骥,嗯，回见。,74,,
#,74,2,1,索骥,,75,Out,
#,75,3,2,朔望,不过传书，虽然在下说是记下来了，但整个流程还是挺复杂的。,76,,
#,76,3,2,朔望,而且我马上要去执勤了，所以估计没什么时间跟你详细说明。,77,,
#,77,3,1,朔望,我回头写在纸上再交给你吧。,78,,
#,78,0,2,传书,好，谢谢。,79,,
#,79,10,,？？？,啊，找到了找到了。,80,,FootStep.wav|mb
#,80,10,1,？？？,你这小子，地址都不能说清楚点吗？,81,In,
#,81,3,4,朔望,老、老大？！你怎么来了？,82,,
#,82,10,1,？？？,什么我怎么来了，不是你叫我来的吗？,83,,
#,83,3,2,朔望,呃，我以为你很忙不会来，所以随口说的……,84,,
#,84,10,2,？？？,哈哈，我是那种会无视下属邀请的人吗？工作什么的推掉就行啦~,85,,
#,85,3,2,朔望,我也没叫你现在来啊，待会我还要去执勤……,86,,
#,86,10,6,？？？,嗯？你好像也没说我应该什么时候来呀？,87,,
#,87,10,1,？？？,啊对了，传书小姐，我还没自我介绍吧。,88,,
#,88,10,1,？？？,我是寅时金之鬼，你叫我金之鬼就行啦。,89,,
#,89,0,4,传书,啊，好、好的……,90,,
#,90,10,1,金之鬼,还有那边那位，旦夕对吧，你好啊~,91,,
#,91,1,1,旦夕,……你好。,92,,
#,92,10,2,金之鬼,哈哈，我是平时听朔望提起过你们，所以名字也记下了，你们不要见怪啊！,93,,
#,93,0,2,传书,没事，金之鬼先生，很高兴您能记住我们。,94,,
#,94,0,2,传书,您是朔望工作上的上司吧，他有时也提起过您。,95,,
#,95,10,2,金之鬼,喔喔？这小子都说了些什么，让我也听听看？,96,,
#,96,3,2,朔望,行了行了，怎么你们两个刚见面就这么熟啊？,97,,
#,97,3,4,朔望,而且，老大，我记得你不是不喝咖啡的吗？,98,,
#,98,10,1,金之鬼,我只是从来没喝过而已吧？,99,,
#,99,10,1,金之鬼,我知道你很喜欢喝咖啡啊，所以想尝试一下不行吗？,100,,
#,100,3,4,朔望,也不是说不行，就是感觉你应该也不会喜欢……,101,,
#,101,3,2,朔望,算了，那你自己看看菜单吧。,102,,
#,102,10,1,金之鬼,嗯……这个，热美式怎么样？,103,,
#,103,3,4,朔望,呃，我的建议是先从拿铁开始，上来就美式我怕你受不了。,104,,
#,104,10,1,金之鬼,？,105,,
#,105,3,2,朔望,老大，你就相信我吧。,106,,
#,106,10,1,金之鬼,好吧，我倒是无所谓啦……,107,,
#,107,3,1,朔望,那就麻烦做一杯热拿铁吧——呃，牛奶稍微多加一点，传书。,108,,
#,108,0,4,传书,好的……,109,,
#,109,10,3,金之鬼,喂喂，你小子是不是在看不起我？,110,,
#,110,3,2,朔望,……岂敢啊。,111,,
$,111,9,,,,112,,
#,112,0,2,传书,好了，请慢用。,113,,
#,113,10,2,金之鬼,嗯嗯，闻上去还不错嘛。,114,,
#,114,10,4,金之鬼,啊，好烫！,115,Shake,DrinkCoffee.wav|mb
#,115,10,4,金之鬼,而且好苦！,116,,
#,116,3,6,朔望,我就知道……就说别勉强自己了，老大。,117,,
#,117,1,3,旦夕,这就是传说中的猫舌头吗，还是说，老虎舌头？,118,,
#,118,0,4,传书,这边还有糖包，如果需要的话……,119,,
#,119,10,5,金之鬼,哎呀，第一次喝的确有些被震撼到了，反应大了一些。,120,,
#,120,3,2,朔望,你既不喜欢苦的东西，又不需要提神，怎么会突然想来喝咖啡啊……,121,,
#,121,10,1,金之鬼,其实也没有什么理由，找个借口不想工作算吗？,122,,
#,122,3,3,朔望,啊？,123,,
#,123,3,6,朔望,老大，你再这样，组长又要找你谈话了。,124,,
#,124,10,1,金之鬼,没事没事，<color=#FFCC00>清越</color>那老家伙会说什么我都能背下来啦。,125,,
#,125,10,1,金之鬼,最近又没有新人受训，我本来就应该很闲才对。,126,,
#,126,10,1,金之鬼,而且他搞出那种事情，也没什么立场说我吧？,127,,
#,127,3,1,朔望,可是前两天不是组长为了<color=#FFCC00>做做样子</color>给——,128,,
&,128,0,1,传书,你们说的是跟@阿犸-130@有关的事吗？,,,
&,129,0,1,传书,……,173,,
#,130,3,4,朔望,……！,131,,
#,131,10,1,金之鬼,诶……？,132,,
#,132,0,4,传书,啊，抱歉打断二位的谈话，只是之前看到过通缉令……,133,,
#,133,10,1,金之鬼,通缉令上可没有写阿犸的名字哦？,134,,
#,134,0,4,传书,……,135,,
#,135,1,1,旦夕,啊，完蛋咯。,136,,
#,136,10,2,金之鬼,哈哈，传书小姐，不用紧张嘛！,137,,
#,137,10,1,金之鬼,我猜是阿犸她来过你们店吧？哎呀，都跟她说过不要引人注目了~,138,,
#,138,10,1,金之鬼,看来她很相信你们啊，这可是机密哦？,139,,
#,139,0,4,传书,我，我就当什么都不知道……,140,,
#,140,10,1,金之鬼,其实告诉你也没关系啦，阿犸的判断还是很有参考价值的。,141,,
#,141,3,4,朔望,老大，你真的……？,142,,
#,142,10,3,金之鬼,虽然我知道那个老兔子这次是迫不得已，但我也不想赞同他的做法。,143,,
#,143,10,1,金之鬼,把这件事告诉一位不会入局且可以信任的人类小姐，就当是表达我小小的不满啦。,144,,
#,144,3,4,朔望,……好吧，那你之后会自己跟组长说清楚的，对吧？,145,,
#,145,10,6,金之鬼,啊，真麻烦……,146,,
#,146,10,1,金之鬼,总之，传书小姐，阿犸她的确没有犯罪，希望她没有吓到你们。,147,,
#,147,1,1,旦夕,已经被吓过了。,148,,
#,148,10,1,金之鬼,至于通缉她的原因呢，其实是为了演一场戏啦。,149,,
#,149,10,6,金之鬼,虽然事情的一开始也是个巧合。,150,,
#,150,10,1,金之鬼,我们卯时组的组长，清越老头子才刚上任几十年。,151,,
#,151,10,1,金之鬼,因为组内的一些历史原因，一部分保守派对清越新发布的政策并不满意。,152,,
#,152,10,1,金之鬼,这几年逐渐有了一些剑拔弩张之势，不过嘛，毕竟是治安组织，肯定都不能明着来啦。,153,,
#,153,10,1,金之鬼,好巧不巧，前几天阿犸狩猎了一只大型妖兽，而那只妖兽又刚好是清越几年前偷偷在妖兽林区养的……,154,,
#,154,10,6,金之鬼,是不是人一老了就会出现一些奇怪的爱好啊？倒也不是不能理解啦……,155,,
#,155,10,1,金之鬼,然后呢，清越在悲痛之余突然想到这是一个绝好的装傻机会……,156,,
#,156,3,4,朔望,<size=70%>老大！你这么说组长不好吧……</size>,157,,
#,157,10,6,金之鬼,啊哈哈哈……,158,,
#,158,10,1,金之鬼,于是清越干脆就把阿犸找过来，叫她帮忙演一出戏。,159,,
#,159,10,1,金之鬼,对外以破坏公职人员财物为罪名，通缉阿犸。,160,,
#,160,10,1,金之鬼,而在组内，故意传播出阿犸只是狩猎了清越非法饲养的妖兽的事实。,161,,
#,161,0,3,传书,……然后引蛇出洞？,162,,
#,162,10,2,金之鬼,哈哈，不愧是传书小姐啊。,163,,
#,163,10,1,金之鬼,搞了这么一出，那些反对清越的领头人一定会坐不住，认为清越已经老糊涂了。,164,,
#,164,10,1,金之鬼,虽然也可能导致一部分原本还在摇摆的中立派倒向他们，但这就得靠我们亲爱的组长自己的本事了。,165,,
#,165,10,1,金之鬼,最后，等他们忍不住打破僵持并开始行动，再一网打尽。,166,,
#,166,0,3,传书,……,167,,
#,167,10,3,金之鬼,虽然的确很有效，但不管怎么说，这种手段终究不是上策。,168,,
#,168,10,1,金之鬼,好啦，这就是事情的全部了，现在你可以放心地相信阿犸了。,169,,
#,169,3,1,朔望,传书，旦夕，这件事情还请你们千万不要说出去了。,170,,
#,170,3,4,朔望,我知道你们不会这么做，但……该说的还是要说的。,171,,
#,171,0,1,传书,嗯，谢谢二位告诉我这些……,172,,
#,172,10,2,金之鬼,行了，既然说完了，就别再提了，来，咱们继续喝咖啡。,174,,
#,173,10,1,金之鬼,哎，点到为止。来，咱们继续喝咖啡。,174,,
#,174,10,1,金之鬼,嗯……要不然还是加点糖？,175,,
#,175,3,1,朔望,……,176,,
#,176,3,2,朔望,诶，别一口喝光啊，你以为是喝酒吗？,177,,
#,177,10,2,金之鬼,哈哈，习惯之后好像也没有那么苦嘛。,178,,
#,178,3,3,朔望,这才只喝了一杯就说什么习惯了……,179,,
#,179,3,1,朔望,还有老大，我执勤的时间快到了，我得走了。,180,,
#,180,10,6,金之鬼,诶~不是还有十多分钟吗？,181,,
#,181,3,2,朔望,是只剩十多分钟了！走了走了，你也赶紧回去把工作做了吧。,182,,
#,182,3,1,朔望,,183,Out,
#,183,10,1,金之鬼,啧啧，真是敬业啊。,184,,
#,184,10,1,金之鬼,对了，传书小姐呀，朔望这小子是经常来这里吧？,185,,
#,185,0,2,传书,这算是上司巡查下属的工作吗？,186,,
#,186,10,2,金之鬼,哈哈哈，什么巡查工作，你怕我说他偷懒吗？,187,,
#,187,10,1,金之鬼,放心放心，要说会偷懒，我比他强多了。,188,,
#,188,0,2,传书,据我的了解，朔望好像是平时精神不太好，而且本身也很喜欢咖啡，所以会常来。,189,,
#,189,10,1,金之鬼,喔，他是有点失眠来着。,190,,
#,190,0,2,传书,不过，金之鬼先生，您真的不用去工作吗？,191,,
#,191,10,2,金之鬼,哈哈哈，朔望是不是总说我很忙啊？,192,,
#,192,0,7,传书,印象中是提起过一两次吧。,193,,
#,193,10,1,金之鬼,他说得也没错，不过呢，忙不忙取决于我想不想忙。,194,,
#,194,10,6,金之鬼,本来今天特意来陪陪这小子，结果他倒是跑得飞快。,195,,
#,195,0,2,传书,这样的话，那您为什么刚才不跟他一起去执勤呢？,196,,
#,196,10,1,金之鬼,看他那个样子，明显就不想我跟过去吧。,197,,
#,197,10,2,金之鬼,我又不会吃了他，也不知道是在怕些什么，哈哈哈！,198,,
#,198,1,3,旦夕,难道是传说中不想被老父亲观察自己生活的那种感觉？,199,,
#,199,10,6,金之鬼,什么老父亲啊，我比他也大不了多少啦。,200,,
#,200,10,2,金之鬼,体型是没有任何参考价值的！,201,,
#,201,4,1,[ ],您好，传书小姐，以及金之鬼警长。,202,In,FootStep.wav|mb
#,202,0,2,传书,欢迎，[ ]小姐。,203,,
#,203,10,1,金之鬼,诶，原来机器人小姐也是这里的常客啊！,204,,
#,204,4,1,[ ],推测您所说的“机器人小姐”指的是——我，再次向您介绍我的名字，“[ ]”。,205,,
#,205,10,2,金之鬼,我知道我知道，不过反正你也能懂嘛。,206,,
#,206,4,1,[ ],的确如此，那么，将取消与您每次会见时的名字介绍预设。,207,,
#,207,4,1,[ ],传书小姐，今天博士需要的是一杯热美式。,208,,
#,208,10,1,金之鬼,喔喔，是那个传说中比拿铁还要苦的美式啊。,209,,
#,209,0,2,传书,好的，请稍等。,210,,
$,210,6,,,,211,,
#,211,4,1,[ ],已收到。同时将陈述另一则信息。,212,,
#,212,4,1,[ ],博士于两天前答应过您的回报正处于测试阶段，预计将在不久后上线运行。,213,,
#,213,0,4,传书,那个啊……其实不用这么费心的。,214,,
#,214,1,1,旦夕,更何况那个回报还是Brain提出来的。,215,,
#,215,10,1,金之鬼,你们居然让伥仔专门给你们做了东西？这可是很难得的。,216,,
#,216,0,4,传书,我倒是没这种感觉……,217,,
#,217,10,1,金之鬼,不过这么看来，伥仔的身体状况应该恢复了吧？,218,,
#,218,4,1,[ ],是的，博士目前十分健康。,219,,
#,219,4,1,[ ],……啊。,220,,
#,220,4,1,[ ],根据刚才的回传结果显示，博士可能还没有完全康复。,221,,
#,221,10,1,金之鬼,……,222,,
#,222,10,2,金之鬼,哈哈哈哈，我说伥仔啊，也没必要这样吧？,223,,
#,223,10,1,金之鬼,你什么时候研究出能实时检测身体状况的传感器了？真有的话请务必给医院多研制几台啊。,224,,
#,224,4,5,伥仔,啧。,225,,IntercomConnected.wav|mb
#,225,4,5,伥仔,没有没有，没这种东西，就算是诺希斯的<color=#FFCC00>灵质域</color>里也没有。,226,,
#,226,4,5,伥仔,而且之前我也没有装病，你们订的装置完成度也已经只差一点了！,227,,
#,227,4,5,伥仔,总之，我需要时间！,228,,
#,228,10,1,金之鬼,哎呀，跟博士对话真是轻松，我还什么都没说呢~,229,,
#,229,4,5,伥仔,……,230,,
#,230,10,1,金之鬼,其实卯时组那边倒也不是很急，只不过下意识就……,231,,
#,231,10,2,金之鬼,我也不喜欢别人总是催我，不好意思啦！,232,,
#,232,4,5,伥仔,哼，算了，不想和你计较这些。,233,,
#,233,4,5,伥仔,现在，我需要我的咖啡，不然我就没法研究了！,234,,
#,234,4,5,伥仔,不过说到这个……,235,,
#,235,4,5,伥仔,喂，传书，传书！你在听吗？,236,,
#,236,0,5,传书,啊、啊？怎么突然叫我了？,237,,
#,237,4,5,伥仔,你们之前说的那个味觉模块太简单了，你可以在这个基础上再提一些别的要求。,238,,
#,238,0,4,传书,这个……这本来也不是我提出来的……,239,,
#,239,0,4,传书,啊，您刚才提到了诺希斯的灵质域对吗？,240,,
#,240,0,4,传书,要不然，您回答我一个问题？,241,,
&,241,0,1,传书,什么是“@索菲亚的注目-243@”？,,,
&,242,0,1,传书,呃……什么是灵质域？,273,,
#,243,4,5,伥仔,哈？,244,,
#,244,4,5,伥仔,你……等等，难道你也……嘶……不对啊……,245,,
#,245,0,3,传书,呃……伥仔博士？,246,,
#,246,10,1,金之鬼,哈哈，他可能需要一点时间弄清楚，这个词从你口中说出来的含义。,247,,
#,247,0,6,传书,啊？这都什么跟什么啊？,248,,
#,248,4,5,伥仔,嗯……这就有趣了。,249,,
#,249,4,5,伥仔,你说的那个索菲亚，曾经是诺希斯灵质域里的第一个“移涌”。,250,,
#,250,4,5,伥仔,你要是不懂，就理解为是某种妖怪王子或者妖怪公主就行了，反正地位挺高的。,251,,
#,251,0,6,传书,呃，什么王子公主……我现在到底在哪个世纪啊……,252,,
#,252,4,5,伥仔,在<color=#FFCC00>乌洛塔罗斯</color>的“存在”之下，索菲亚执掌了“感知”，“承认”，“肯定”与“延续”。,253,,
#,253,4,5,伥仔,体现在灵质域外的表现，就是索菲亚能赋予域外者额外的灵性感知，简单的说就是能看见妖怪吧。,254,,
#,254,0,5,传书,所以我能看见妖怪，就是因为这位……索菲亚？,255,,
#,255,4,5,伥仔,不太可能，索菲亚早就已经死了。但是<color=#FFCC00>乌洛塔罗斯</color>使得她的执掌继续存在于“索菲亚的注目”。,256,,
#,256,4,5,伥仔,[ ]之所以能看见妖怪，还是我花了大价钱跟<color=#FFCC00>乌洛塔罗斯</color>买来的。,257,,
#,257,4,5,伥仔,虽然这份授权并不是不能被窃取，但你应该连诺希斯都没去过吧？,258,,
#,258,4,5,伥仔,除非是<color=#FFCC00>乌洛塔罗斯</color>那个死宅亲自给你授权，但是这根本就不可能！,259,,
#,259,10,6,金之鬼,喂喂，你到底有什么立场说别人是死宅啊……,260,,
#,260,4,5,伥仔,但你既然可以“复述”这个词，说明你的确拥有了灵质域里的某种授权……,261,,
#,261,4,5,伥仔,灵质域里的第二位“移涌”，就执掌了“割裂”，“阻绝”与“否定”。,262,,
#,262,4,5,伥仔,他的存在，让灵质域与我们所处的空间彻底错开。,263,,
#,263,4,5,伥仔,不仅我们妖怪都无法感知到灵质域里的存在，在没有获得任何授权时，甚至无法准确地理解灵质域里的概念。,264,,
#,264,10,1,金之鬼,啊，没错，我听你们刚才的对话就是……呃，总之不知道你们在说啥啦。,265,,
#,265,4,5,伥仔,难道<color=#FFCC00>乌洛塔罗斯</color>真的……可是为什么？,266,,
#,266,4,5,伥仔,……算了算了，这件事跟我也没关系，就当她终于待闷了，出来旅游好了。,267,,
#,267,4,5,伥仔,你要是没听懂也没关系，这些东西知道和不知道也没什么差别。,268,,
#,268,4,5,伥仔,我本来也没打算花心思解释清楚就是了。,269,,
#,269,0,4,传书,……,270,,
#,270,4,1,[ ],希望博士的讲解能让您减轻一些困惑。,271,,
#,271,0,4,传书,总之还是谢谢了。,272,,
#,272,10,1,金之鬼,能让伥仔一下子说这么多话，还真是了不起啊。,279,,
#,273,4,5,伥仔,……,274,,
#,274,4,5,伥仔,你好像也知道这不是几句话就能讲完的。,275,,
#,275,4,5,伥仔,如果我时间很充裕，我倒是可以慢慢讲清楚。,276,,
#,276,4,5,伥仔,可惜！我的时间永远不会充裕！,277,Shake,
#,277,4,1,[ ],抱歉，传书小姐，博士并非不乐意回答您的问题。,278,,
#,278,0,4,传书,不，是我问得太宽泛了……,279,,
#,279,10,2,金之鬼,原本按照伥仔那个脾气，能让他跟你好好说话都很不错啦。,280,,
#,280,10,1,金之鬼,不过，这是不是说明传书的咖啡真的很好喝？,281,,
#,281,10,1,金之鬼,总感觉我会错过什么绝世咖啡呀……,282,,
#,282,0,4,传书,不至于这么夸张……,283,,
#,283,0,2,传书,而且，还是按您自己的喜好为准吧。,284,,
#,284,10,6,金之鬼,说得也是……,285,,
#,285,10,1,金之鬼,啊啊，机器人小姐，回去之后记得提醒伥仔注意休息啊。,286,,
#,286,10,1,金之鬼,让他别因为今天我提醒了他一下， 就急着把订单做完。,287,,
#,287,10,6,金之鬼,我本来也不想提这件事……,288,,
#,288,4,1,[ ],已收到，金之鬼警长。,289,,
#,289,4,1,[ ],不过，根据数据存档，您目前的职位与工作内容长期且频繁地存在出入。,290,,
#,290,4,1,[ ],博士特意提醒您不要承接过多的额外工作，以防劳累过度。,291,,
#,291,10,1,金之鬼,哦？他还会管这些？还是在说我多管闲事？,292,,
#,292,10,1,金之鬼,不过既然他不愿意亲自说这些，我就当他是不好意思当面关心我好了。,293,,
#,293,10,2,金之鬼,哈哈，总之帮我谢谢他啦，机器人小姐。,294,,
#,294,4,1,[ ],已收到，将在“面见”博士后进行以上信息的传达。,295,,
#,295,4,1,[ ],那么，我先离开了。,296,,
#,296,4,1,[ ],,297,Out,
#,297,0,1,传书,听刚才[ ]小姐说的，您是因为总是接下别人的工作才会很忙？,298,,
#,298,10,1,金之鬼,虽然是这么回事，不过嘛——,299,,
#,299,10,2,金之鬼,如果不安排点别的工作，我可就真的闲的不行了。,300,,
#,300,10,1,金之鬼,我现在所在的部门，已经几年没有新工作了。,301,,
#,301,10,6,金之鬼,但是今天，就让我轻松一点吧……,302,,
#,302,10,1,金之鬼,传书小姐，我再在这里多待一会没关系吧？,303,,
#,303,0,2,传书,当然，这是您的自由。,304,,
#,304,10,1,金之鬼,我在想，贵店有没有讲故事服务？,305,,
#,305,10,1,金之鬼,毕竟我们对人类社会没有什么了解，我还挺感兴趣的~,306,,
#,306,10,2,金之鬼,就算要我再点一杯咖啡喝完也没关系，哈哈！,307,,
#,307,0,4,传书,这……倒是不需要。,308,,
#,308,0,4,传书,虽然我也很乐意和您多进行一些交流，但是讲故事之类的可能有点为难我了……,309,,
#,309,10,1,金之鬼,随便说什么都可以啊。,310,,
#,310,0,7,传书,嗯……说是这么说，但我也不知道从哪里开始讲起。,311,,
#,311,0,2,传书,或者您可以以提问的方式来问我？如果是我了解的，也许能为您解答。,312,,
#,312,10,1,金之鬼,喔喔，这是个好办法。,313,,
#,313,10,2,金之鬼,啊，一下又把问题丢给我了呢，我该从哪里问起呢？,314,,
#,314,10,1,金之鬼,比如……人类为什么晚上睡觉？白天难道不会觉得很困吗？,315,,
#,315,0,7,传书,据我所知……从生物学的角度上来说……,316,,
#,316,10,1,金之鬼,嗯嗯，那人类的治安组织是什么样的？,317,,
#,317,0,7,传书,这个嘛……好像和卯时组没什么太大的差别，但我其实两边都不是很了解……,318,,
#,318,,,,……,319,,
#,319,,,,传书跟面前这个老虎一样的妖怪有一搭没一搭地聊着。,320,,Slow Jazz Lounge.wav|bi
#,320,,,,他们聊了很多，传书通常不会一次说这么多话。,321,,
#,321,,,,或许是已经太久没有人能和她说起人类的话题，那些被激起的，蒙尘了的回忆，让她心里有些痒痒的。,322,,
#,322,,,,她有时候会突然愣住，好像有什么熟悉的印象在她张口的瞬间忽然就溜走了。,323,,
#,323,,,,她发现有些过去理所当然的常识，让她产生疑惑，让她无法斩钉截铁地说出，世界就该是这样。,324,,
#,324,,,,三年。三年即便是对于人类而言，也不是多么漫长的一段时间。,325,,
#,325,,,,传书每周都会下山，去城市里采购原材料和生活用品。,326,,
#,326,,,,偶尔还会接到熟人打来的电话，问她十几天后的节日会不会回“家”。,327,,
#,327,,,,传书意识到，属于她的，人类的那一部分从未被她视若珍宝，却也不至于弃如敝衣。,328,,
#,328,,,,她从没有于人类社会中完全脱离，但现在，她所处的地方，她每日所聊天的对象，才能被称作她的生活。,329,,
#,329,,,,原本她带着目的前来的这个陌生世界，却已令她无法割舍。,330,,
#,330,,,,这里是她的容身之地吗？她还要继续寻找她曾失去过一次的……,331,,
#,331,10,1,金之鬼,……,332,,Dumb Funk.wav|bi
#,332,10,1,金之鬼,传书小姐，今天多谢你啦。,333,,
#,333,0,1,传书,啊，喔，没事……,334,,
#,334,0,1,传书,其实您的问题我有很多都回答不上来，有些事情，我以前从来没有想过。,335,,
#,335,10,1,金之鬼,你对人类感到失望吗？,336,,
#,336,0,7,传书,诶？这个……也谈不上失望……,337,,
#,337,0,1,传书,只是有种感觉，好像自己不属于那里。,338,,
#,338,10,1,金之鬼,那你对妖怪怎么看？,339,,
#,339,0,7,传书,我还不知道，但……这里能让我感受到一些人类社会没有的东西。,340,,
#,340,0,1,传书,能让我得以放松的东西。,341,,
#,341,10,1,金之鬼,朔望那小子之前好像说过什么，你把妖怪想得太好了？,342,,
#,342,0,1,传书,啊，他是这么对我说过。,343,,
#,343,0,1,传书,我还不是很理解他的意思，但至少先把这句话当做一种提醒。,344,,
#,344,0,1,传书,我想我可以自己见证。,345,,
#,345,10,2,金之鬼,哈哈，既然这样，我就不多说啦！,346,,
#,346,10,1,金之鬼,我得去找找朔望了，他也不是什么让人省心的家伙。,347,,
#,347,0,2,传书,喔，谢谢您跟我聊这些，金之鬼先生。,348,,
#,348,0,1,传书,其实……我不知道该不该这么说……,349,,
#,349,0,1,传书,感觉您对人类的事情也没有那么感兴趣……,350,,
#,350,10,6,金之鬼,诶~原来是这样吗——,351,,
#,351,10,2,金之鬼,再见啦，传书小姐！,352,,
