标志,对话ID,人物ID,表情ID,名字,内容,跳转,出入场,效果
#,65,2,6,索骥,阿涟？小榛？你们怎么来了？,66,,
#,66,8,1,阿涟,来喝咖啡呗。,67,,
#,67,9,1,小榛,啊，索骥叔！,68,,
#,68,2,7,索骥,哈哈，你们这些小子，真会找时机。,69,,
#,69,2,8,索骥,不过刚想起来，鄙人今天也还没点过咖啡。,70,,
#,70,2,7,索骥,来吧来吧，请你们喝。,71,,
#,71,8,1,阿涟,应该是我们请你喝，索骥叔。,72,,
#,72,2,3,索骥,这是什么话？哪有晚辈请长辈的道理。,73,,
#,73,8,1,阿涟,好吧，就按您说的来，我要一杯冰拿铁。,74,,
#,74,9,1,小榛,啊，那我也要一杯。,75,,
#,75,2,1,索骥,给鄙人一杯冰美式吧。,76,,
#,76,0,4,传书,啊，好的，请稍等一会。,77,,
#,77,0,7,传书,首先是阿涟的冰拿铁……,78,,
$,78,7,,,,79,,
#,79,0,7,传书,然后是小榛的，也是冰拿铁……,80,,
$,80,7,,,,81,,
#,81,0,7,传书,最后是索骥先生的冰美式。,82,,
$,82,3,,,,83,,
#,83,0,2,传书,都做好了，三位慢用。,84,,
#,84,2,1,索骥,你们两个怎么找到这里来了？,85,,
#,85,8,1,阿涟,就不能是我们刚好想来喝咖啡，和您碰巧遇见了吗？,86,,
#,86,2,7,索骥,哈哈，我才不信。,87,,
#,87,9,1,小榛,我们本来去了公司找您，后来问了朔望，才知道您最近常来这里。,88,,
#,88,2,7,索骥,你们还记得公司啊。,89,,
#,89,8,1,阿涟,您其实还是不想我们走音乐这条路，对吗？,90,,
#,90,2,6,索骥,关于这个，我也正想和你们说。,91,,
#,91,2,6,索骥,……直到昨天，我都还坚持自己的那一套说法。,92,,
#,92,2,6,索骥,诸如“不能放弃体制工作”，“自由职业死路一条”，这些话我说了太多，多到我对此深信不疑。,93,,
#,93,2,6,索骥,但实际上，这些都不过是为了让我相信，我阻止你们辞职，真的只是在为你们的未来着想。,94,,
#,94,9,1,小榛,您……不是这么想的？,95,,
#,95,2,5,索骥,我花了很久才想明白，之前我第一次听到你们提出辞职时，为什么想都没想就开始反对。,96,,
#,96,2,5,索骥,当时……其实我很害怕，孩子们。,97,,
#,97,2,5,索骥,我心里十分清楚，你们辞职之后，一定会离开这里。,98,,
#,98,2,5,索骥,无论是学习乐器，还是找人组乐队，你们都需要更繁华的地方。,99,,
#,99,2,5,索骥,一想到你们会离开——我甚至不愿去想象。,100,,
#,100,9,1,小榛,索骥叔……,101,,
#,101,2,6,索骥,……这一次就好好听我说说话吧，别嫌我啰嗦，指不定以后就没有这样的机会了。,102,,
#,102,2,6,索骥,我的大半辈子都花在了工作当中。等会过神来，已经没有做出其他选择的机会。,103,,
#,103,2,6,索骥,这其实也没什么不好，这份工作平淡，稳定，收入也不错。,104,,
#,104,2,6,索骥,除了忙了点——其实我也挺喜欢忙工作时那种紧迫的感觉。,105,,
#,105,2,6,索骥,生活并没有什么不如意的地方，也没有发生什么大的变故。,106,,
#,106,2,6,索骥,只不过……还是感觉少了些什么。,107,,
#,107,2,6,索骥,那天早上，我收到阿涟父母离开的消息，然后把你们接进了家里。,108,,
#,108,2,6,索骥,到现在我都还记得，那天小榛哭了很久，而阿涟看着门口发呆。,109,,
#,109,2,6,索骥,我却只能站在旁边手足无措，什么都做不了。,110,,
#,110,8,1,阿涟,……,111,,
#,111,2,6,索骥,我从没有过带小孩的经验，不如说我除了那引以为豪的工作，什么都不会。,112,,
#,112,2,6,索骥,因为要照顾你们，我原本的日程表被打乱，有条不紊的工作安排变得让我焦头烂额。,113,,
#,113,2,6,索骥,啊，还要处理你们惹出来的各种麻烦……,114,,
#,114,2,7,索骥,哈哈，但那一段日子我永远也忘不了。,115,,
#,115,2,6,索骥,后来，你们也都懂事了，经常帮我做这做那的。,116,,
#,116,2,6,索骥,我记得有一次把你们带去公司参观，你们发现了自己小时候画在走廊墙壁角落上的涂鸦。,117,,
#,117,2,7,索骥,你们尴尬地想把它擦掉，我说，就留在那吧。,118,,
#,118,2,6,索骥,这么多年，你们也已经成了我生活中的一部分。,119,,
#,119,2,6,索骥,……我害怕你们会离开，害怕自己又回到过去那种浑浑噩噩的生活。,120,,
#,120,2,6,索骥,于是，我假装自己看不见你们的真实想法，向你们提出留在这里的工作。,121,,
#,121,2,6,索骥,你们同意时，我以为这样的生活也会一直延续下去。,122,,
#,122,2,6,索骥,直到你们提出辞职，其实我知道，这一切总会发生的。,123,,
#,123,2,6,索骥,……,124,,
#,124,2,1,索骥,好了，孩子们，这就是我的真实想法，既是说给你们，也说给我自己。,125,,
#,125,2,1,索骥,我支持你们的选择，支持你们对音乐的喜爱，支持你们知难而上的精神。,126,,
#,126,2,5,索骥,……我只是不想你们离开。,127,,
#,127,2,1,索骥,但这不能成为阻止你们追求梦想的理由，对吧？,128,,
#,128,2,7,索骥,我很清楚，毕竟相遇就意味着分别。,129,,
#,129,0,10,传书,……,130,,
#,130,9,1,小榛,索骥叔，其实、其实我们也很舍不得您……,131,Tremble,
#,131,2,5,索骥,哎，你这小子，怎么还哭了呢……,132,,
#,132,2,8,索骥,好了好了，我要说的也就是这些了。现在再也没人拦着你们，你们以后该怎么做就怎么做。,133,,
#,133,8,1,阿涟,实际上，您之前劝我们不要辞职的时候，也说了很多我们没有考虑到的情况……,134,,
#,134,8,1,阿涟,我们之前的确是把这件事情想得太简单了，多亏了您提醒我们。,135,,
#,135,8,1,阿涟,……,136,,
#,136,8,1,阿涟,我之前一直以为……您不相信我们。,137,,
#,137,8,1,阿涟,其实如果您最终都不同意放行辞职申请，我们可能会采取其他的方法辞职……,138,,
#,138,8,1,阿涟,幸好您跟我们说了这些，才让事情没有发展到那一步。,139,,
#,139,8,1,阿涟,我知道您要说出这些话是很不容易的一件事，所以，我们也不会辜负您的决心。,140,,
#,140,8,1,阿涟,我们会经常回来的，您就等我们的好消息吧！,141,,
#,141,2,7,索骥,当然了，你们一向说到做到。,142,,
#,142,0,2,传书,……,143,,
#,143,2,1,索骥,不过，在辞职申请批准之前，你们还是重山支部孵化科的员工。,144,,
#,144,2,1,索骥,前两天给你们放了假，落下的工作还得赶快补上。,145,,
#,145,2,7,索骥,走走走，跟我一起，赶紧去公司上班！,146,,
#,146,8,1,阿涟,啊。,147,,
#,147,9,1,小榛,走啦，阿涟，其实公司的工作也没有那么无聊吧？,148,,
#,148,2,7,索骥,……,149,,
#,149,2,7,索骥,,150,Out,
#,150,,,,索骥在离开前回望了传书一眼，眼神的意味简单明了。,151,,
#,151,0,2,传书,哈，这能算是……我的功劳吗？,152,,
#,152,1,6,旦夕,居然堂而皇之地说那么肉麻的话……我们完全成背景板了啊……,153,,
#,153,0,2,传书,怎么，你还想在他们一家子其乐融融的时候插一句话？,154,,
#,154,1,6,旦夕,……不想。,155,,
#,155,1,2,旦夕,不过这几天看下来，要不是你从中作梗，他们可能很难像这样和好吧……,156,,
#,156,0,3,传书,什么叫从中作梗啊……不会用成语就不要用。,157,,
#,157,1,1,旦夕,我就是说，看你也不是什么热心的人，怎么突然愿意花这么多心思去帮别人解决问题？,158,,
#,158,1,6,旦夕,总不能真是看到他们的家庭危机触景生情了吧？,159,,
#,159,0,8,传书,触什么景生什么情啊？你也知道什么家庭跟我没有任何关系。,160,,
#,160,0,3,传书,……,161,,
#,161,0,3,传书,你怎么突然又对我的过去感兴趣了？还这么拐弯抹角地问我。,162,,
#,162,1,6,旦夕,呃，我完全不感兴趣啊？,163,,
#,163,0,1,传书,算了，你说是就是吧。,164,,
#,164,0,1,传书,我帮他们，当然是为了将他们的咖啡购买力牢牢握在手中了。,165,,
#,165,0,1,传书,这次帮了他们这么大的忙，以后他们买咖啡都会优先考虑这里。,166,,
#,166,0,7,传书,只要我再给一点小小的优惠……,167,,
#,167,1,1,旦夕,……,168,,
#,168,1,1,旦夕,这就是由于真实想法难以启齿，所以编造出合理但虚假的说辞吗？,169,,
#,169,0,2,传书,哈，你说是就是吧。,170,,
$,170,,,,,,,
